ce roberta simcse sup,25,self-dislike,0.00963,0.09907,0.21811,0.4,0.475,0.16525,0.01389,0.165,0.57418,0.41055,0.47587,0.52076
ce roberta simcse sup,25,loss of interest in sex,0.03564,0.19779,0.3836,0.725,0.48,0.14075,0.04597,0.30432,0.89234,0.66675,0.51532,0.75992
ce roberta simcse sup,25,irritability,0.05366,0.21454,0.30053,0.9,0.455,0.1015,0.05815,0.2939,0.65588,0.90853,0.53273,0.62328
ce roberta simcse sup,25,punishment feelings,0.0713,0.21442,0.28061,0.575,0.2325,0.04625,0.115,0.465,0.925,0.52204,0.45023,0.67414
ce roberta simcse sup,25,worthlessness,0.03634,0.22598,0.35043,0.6,0.49,0.11525,0.04167,0.34028,0.80035,0.67993,0.53935,0.70852
ce roberta simcse sup,25,loss of pleasure,0.02167,0.17002,0.31487,0.575,0.5175,0.142,0.02823,0.25389,0.69688,0.54577,0.53725,0.63194
ce roberta simcse sup,25,tiredness or fatigue,0.02964,0.19391,0.33371,0.775,0.5825,0.1535,0.03507,0.26357,0.69457,0.77896,0.6257,0.65449
ce roberta simcse unsup,25,concentration difficulty,0.06391,0.34376,0.52816,0.925,0.63,0.12525,0.0656,0.44681,0.8883,0.94304,0.6796,0.82581
ce roberta simcse unsup,25,guilty feelings,0.03946,0.18901,0.37564,0.675,0.4775,0.12725,0.04726,0.33452,0.89146,0.71185,0.51013,0.76157
ce roberta simcse unsup,25,pessimism,0.01633,0.11469,0.25882,0.65,0.555,0.18975,0.02,0.17077,0.58385,0.64101,0.57101,0.5554
ce roberta simcse unsup,25,sadness,0.01128,0.09191,0.23385,0.625,0.5,0.1885,0.01967,0.15735,0.59328,0.54328,0.50874,0.54817
ce roberta simcse unsup,25,suicidal thoughts or wishes,0.01878,0.17718,0.5901,0.725,0.765,0.313,0.02078,0.21936,0.89745,0.76448,0.77471,0.848
ce roberta simcse unsup,25,changes in appetite,0.02736,0.17798,0.46235,0.71429,0.58571,0.20514,0.0319,0.26164,0.91643,0.74627,0.61625,0.8157
ce roberta simcse unsup,25,loss of interest,0.02099,0.12819,0.23918,0.4,0.4125,0.11475,0.02385,0.24595,0.68411,0.52423,0.44608,0.59861
ce roberta simcse unsup,25,indecisiveness,0.02407,0.09382,0.16575,0.525,0.295,0.082,0.03731,0.20964,0.58286,0.50905,0.33083,0.49673
ce roberta simcse unsup,25,loss of energy,0.03813,0.28257,0.46278,0.85,0.6825,0.161,0.0417,0.3349,0.79012,0.83194,0.72057,0.7491
ce roberta simcse unsup,25,self-criticalness,0.02249,0.11898,0.22312,0.525,0.395,0.11575,0.03017,0.22701,0.66523,0.5751,0.42996,0.57882
ce roberta simcse unsup,25,agitation,0.01782,0.09645,0.14718,0.45,0.2975,0.083,0.02925,0.19337,0.53965,0.43657,0.32997,0.45858
ce roberta simcse unsup,25,past failure,0.00656,0.09456,0.24876,0.4,0.5125,0.18525,0.01333,0.17083,0.6175,0.37677,0.49656,0.55907
ce roberta simcse unsup,25,crying,0.02579,0.21461,0.63616,0.9,0.8125,0.298,0.02813,0.25391,0.93125,0.90622,0.82527,0.88246
ce roberta simcse unsup,25,changes in sleeping pattern,0.01823,0.1201,0.46607,0.81429,0.60143,0.31186,0.02327,0.17184,0.89102,0.75025,0.62243,0.80545
ce roberta simcse unsup,25,self-dislike,0.01961,0.10814,0.22719,0.65,0.475,0.16525,0.02258,0.165,0.57418,0.72299,0.5179,0.53994
ce roberta simcse unsup,25,loss of interest in sex,0.0178,0.18444,0.37024,0.5,0.48,0.14075,0.0317,0.30432,0.89234,0.47324,0.49898,0.7482
ce roberta simcse unsup,25,irritability,0.04155,0.20281,0.28881,0.8,0.455,0.1015,0.05169,0.2939,0.65588,0.76881,0.5122,0.60835
ce roberta simcse unsup,25,punishment feelings,0.02272,0.17444,0.24063,0.275,0.2325,0.04625,0.055,0.465,0.925,0.22724,0.39935,0.62325
ce roberta simcse unsup,25,worthlessness,0.03664,0.22536,0.34981,0.6,0.49,0.11525,0.04167,0.34028,0.80035,0.66699,0.53531,0.70542
ce roberta simcse unsup,25,loss of pleasure,0.03702,0.18335,0.32819,0.8,0.5175,0.142,0.03925,0.25389,0.69688,0.84241,0.5764,0.65512
ce roberta simcse unsup,25,tiredness or fatigue,0.02059,0.18585,0.32564,0.65,0.5825,0.1535,0.02941,0.26357,0.69457,0.61858,0.60454,0.64268
